Data;Temperatura;Umidade ;VelocidadedoVento;Precipitacao;Pressao;Geracao
13/12/2018;28.06;73;1.5;0;1001,09;38,98433333
14/12/2018;26.84;82;1;0;1001,66;18,24516666
15/12/2018;25.64;91;0.5;10.2;1003,32;3,75275
16/12/2018;27.64;69;1.5;13.6;1003,15;24,307375
17/12/2018;25.04;89;2.5;1.4;1002,92;13,12179166
18/12/2018;27.26;80;1;5.2;1002,18;17,93929166
19/12/2018;27.42;67;2;0.6;1000,95;32,84045833
20/12/2018;27.2;76;1.25;0;1000,16;11,778875
21/12/2018;27.64;71;1;0;999,51;24,0835
22/12/2018;27.66;70;1.25;0;999,38;18,70395833
23/12/2018;25.14;89;0.25;0;1001,29;7,62691666
24/12/2018;25.16;89;0.25;21.2;1001,56;8,76545833
25/12/2018;26.44;84;1.5;0;1000,28;32,49020833
26/12/2018;26.78;83;1.25;0;1000,43;36,716125
27/12/2018;26.58;76;1.5;0;999,42;26,62008333
28/12/2018;27.42;71;1.75;0;999,62;17,67733333
29/12/2018;27.16;76;2.5;0;999,26;17,57904166
30/12/2018;27.6;76;2.5;0;999,60;23,79316666
31/12/2018;27.36;77;0.85;0;999,79;19,99766666
01/01/2019;28.44;59;2;0;1001,00;25,31704166
02/01/2019;28.28;59.25;2.4;0;1001,45;41,52954166
03/01/2019;28.5;64;1.5;0;1000,86;44,50275
04/01/2019;29.22;60.25;0.9;0;1000,68;48,192
05/01/2019;27.46;72.25;0.9;0;1000,65;29,67670833
06/01/2019;27.96;63.5;0.66;1.2;1000,74;30,18816666
07/01/2019;26.6;71.75;0.83;0;1000,53;13,24875
08/01/2019;26.58;77.25;0.23;6.8;1000,67;12,595125
09/01/2019;26.7;83.25;0.33;0;1000,13;12,51225
10/01/2019;27.22;69;0.9;0;999,86;5,68029166
11/01/2019;28.14;64.75;1.5;0;1000,23;8,30120833
12/01/2019;26.92;79;0.83;0;1001,03;0,49104166
13/01/2019;26.72;86;1.33;0.2;1001,00;0,143375
14/01/2019;26.38;88.5;0.93;0.2;1001,40;0,950875
15/01/2019;25.74;86.25;0.33;10.8;1002,39;2,72125
16/01/2019;25.64;83.75;1.16;0.4;1002,74;6,818
17/01/2019;25.38;89;0.83;7;1001,78;5,81516666
18/01/2019;24.34;88.25;0.53;0.2;1001,62;1,8135
19/01/2019;25.58;91.25;0.5;0.2;1001,43;9,92091666
20/01/2019;26.66;80.5;0.33;0.2;1001,80;14,020375
21/01/2019;26.78;74.25;1.33;0.4;1001,40;24,60441666
22/01/2019;27.18;66.5;1.16;0.6;1001,41;25,27983333
23/01/2019;27.4;69.75;1.16;0.4;1001,71;18,67129166
24/01/2019;26.68;76.75;0.16;0.4;1001,11;6,834125
25/01/2019;27.08;76.75;1.83;0.6;1000,93;24,70920833
26/01/2019;26.14;82.25;0.83;0.6;1002,16;5,96208333
27/01/2019;26.5;82;0.66;1.2;1001,52;15,48816666
28/01/2019;27.96;67;1.93;0.8;1000,85;24,81741666
29/01/2019;27.9;68.5;0.66;0.2;1000,58;10,38208333
30/01/2019;26.96;76.5;0.5;0.6;1000,45;17,05133333
31/01/2019;26.48;90.75;1;1;1000,38;5,91708333
01/02/2019;25.48;94.25;0.171;null;1000,81;5,28191666
02/02/2019;26.84;80.25;1.1;null;1000,28;8,770875
03/02/2019;26.74;82.5;0.63;null;1000,39;1,4935
04/02/2019;25.9;89;1.66;null;1000,12;4,66945833
05/02/2019;26.68;87;0.6;null;999,99;5,14741666
06/02/2019;25.68;92.25;0.5;null;1000,01;0,27845833
07/02/2019;25.62;95.25;0.4;null;999,11;2,83466666
08/02/2019;27.08;84.75;1.5;null;998,23;6,48279166
09/02/2019;27.78;75.75;1.16;null;998,59;22,242625
10/02/2019;27.9;71;1.33;null;998,79;19,495
11/02/2019;28.14;69.75;1.06;null;999,57;21,54508333
12/02/2019;28.32;72.5;0.83;null;999,58;25,306125
13/02/2019;26.76;92.75;0.5;null;1000,63;12,4655
14/02/2019;26.38;84;1;null;1001,63;4,491375
15/02/2019;27.54;80.25;0.63;null;1001,05;5,466875
16/02/2019;25.2;91.25;0.6;null;1000,95;4,04379166
17/02/2019;25.98;93;0.26;null;1000,85;0,55808333
18/02/2019;26.8;88;1.16;null;1000,99;4,13966666
19/02/2019;26.14;92.25;0.33;null;1001,00;1,48325
20/02/2019;26.84;84.5;0.66;null;1000,09;3,02891666
21/02/2019;26.66;88;0.5;null;1000,34;4,51254166
22/02/2019;25.44;89;0.5;null;1001,78;8,92995833
23/02/2019;25.9;91;1.16;null;1000,89;4,34591666
24/02/2019;25.42;87.75;0.83;null;1000,80;9,83954166
25/02/2019;25.9;82.75;0.5;null;1000,27;1,199375
26/02/2019;26.34;90;0.5;null;1000,65;9,72341666
27/02/2019;25.58;94.5;0.06;null;1001,34;1,52683333
28/02/2019;25.38;94.25;0.833;null;1001,83;1,27879166
01/03/2019;26.14;84.75;0.166;null;1002,16;4,25029166
02/03/2019;25.84;84.5;0.6;null;1002,11;6,4915
03/03/2019;25.84;86.5;0.566;null;1001,69;3,58154166
04/03/2019;26.22;89;1.66;null;1001,78;10,13920833
05/03/2019;26.42;82.25;0.36;null;1001,74;8,86945833
06/03/2019;24.96;91.75;0.33;null;1002,43;3,874
07/03/2019;25.2;87;0.66;null;1002,94;6,78329166
08/03/2019;25.36;92.25;0.66;null;1001,91;3,48954166
09/03/2019;26.12;91;0.83;null;1000,95;14,692375
10/03/2019;26.14;91.25;0.83;null;1000,61;6,28433333
11/03/2019;26.5;85.5;0.16;null;999,99;3,06579166
12/03/2019;26.58;85;1;null;1000,04;7,41283333
13/03/2019;24.3;92.5;0.13;null;1000,83;4,43233333
14/03/2019;25.28;83.25;0.5;null;1000,61;0,83175
15/03/2019;25.82;89.5;2.5;null;1000,45;1,47820833
16/03/2019;25.08;90;0.26;null;1000,71;3,35308333
17/03/2019;25.52;91;0.7;null;1000,63;0,58479166
18/03/2019;25.78;90.75;0.66;null;1000,78;1,72441666
19/03/2019;25.9;92.25;0.83;null;1000,14;3,844375
20/03/2019;26.46;83;1.33;null;999,28;5,07279166
21/03/2019;27.64;90.5;0.43;null;999,92;3,141125
22/03/2019;26.4;85;1.33;null;1000,97;0,98195833
23/03/2019;26.04;87;1.33;null;1001,80;2,11075
24/03/2019;25.68;86.5;1.16;null;1001,67;2,01445833
25/03/2019;25.74;91.5;0.23;null;1000,76;9,0615
26/03/2019;25.92;84.75;0.5;null;1000,45;2,35508333
27/03/2019;26.08;94.5;0;null;1001,53;0,60420833
28/03/2019;25.32;93;0.5;null;1001,98;2,716
29/03/2019;26.06;92;0.26;null;1001,72;5,69475
30/03/2019;26.58;86.75;0.4;null;1000,88;2,66225
31/03/2019;25.52;89.5;0.43;null;1000,51;1,64775
01/04/2019;25.2;87;0;null;1001,33;1,55629166
02/04/2019;26.52;85.5;0.51;null;1000,43;1,73116666
03/04/2019;26.32;88.5;0;null;1000,66;1,50941666
04/04/2019;25.52;93.25;0.171;null;999,84;5,43470833
05/04/2019;25.72;86.75;0.68;null;1001,17;0,01379166
06/04/2019;25.6;89.75;0.2;null;1002,37;1,27425
07/04/2019;26.86;85;0.68;null;1001,93;8,45283333
08/04/2019;26.58;88;0.51;null;1001,05;7,90970833
09/04/2019;26;91.75;0;null;1000,68;9,46275
10/04/2019;26.8;84;0.51;null;1000,18;3,80675
11/04/2019;26.6;91;0;null;1000,98;1,632
12/04/2019;26.1;86.75;0.34;null;1001,06;3,81458333
13/04/2019;25.96;88;0.34;null;1000,32;2,07475
14/04/2019;24.92;95.5;0.171;null;1000,41;3,77679166
15/04/2019;24.86;96.75;0.51;null;1001,29;1,16979166
16/04/2019;25.46;92.25;0.34;null;1000,93;1,48383333
17/04/2019;25.78;91.5;0.34;null;1000,37;3,92929166
18/04/2019;25.82;91.5;0;null;1000,08;3,76691666
19/04/2019;25.94;85.75;0.68;null;1000,71;0,97079166
20/04/2019;26.72;87;0.51;null;1000,81;1,81204166
21/04/2019;27.04;83.25;0.68;null;999,96;1,45791666
22/04/2019;26.68;83.25;0.51;null;999,64;5,39979166
23/04/2019;26.36;89.25;1.2;null;1000,74;12,41704166
24/04/2019;26.58;83.5;0.51;null;1000,93;7,45995833
25/04/2019;26.42;84.75;0.85;null;1001,17;3,90845833
26/04/2019;25.92;89.75;0;null;1001,90;3,795875
27/04/2019;26.64;85.25;0.171;null;1000,82;3,66120833
28/04/2019;25.44;95.75;0;null;1000,82;1,67604166
29/04/2019;25.4;94.75;0.51;null;1000,62;0,19633333
30/04/2019;25.82;92.75;0;null;1001,53;0,75291666
01/05/2019;25.68;91.25;0.85;null;1001,40;2,96116666
02/05/2019;26.16;87.75;0.34;null;1000,80;6,34775
03/05/2019;26.1;77;0;null;1000,70;17,64525
04/05/2019;25.56;79.5;0;null;1000,39;11,943
05/05/2019;26.12;82.25;0.85;null;1000,38;11,647
06/05/2019;26.08;83.75;0.51;null;1001,11;5,43933333
07/05/2019;25.84;81;0;null;1001,15;2,29458333
08/05/2019;25.88;89;0.34;null;1001,23;3,308
09/05/2019;26.18;88.5;0;null;999,96;9,18275
10/05/2019;26.56;84;0.34;null;998,42;6,10895833
11/05/2019;26.28;83.25;0.51;null;998,93;5,76895833
12/05/2019;26.72;85.75;0.51;null;1000,15;7,29704166
13/05/2019;26.34;83.25;0.68;null;1001,11;11,71775
14/05/2019;26.02;90.25;0.51;null;1001,54;5,03620833
15/05/2019;26.24;85.75;0;null;1000,92;7,56075
16/05/2019;26.38;83.25;0.51;null;1001,07;7,39383333
17/05/2019;26.14;86.25;0.85;null;1000,87;3,96783333
18/05/2019;26.5;84.25;0.51;null;1000,66;15,56379166
19/05/2019;26.6;84.25;0;null;1000,85;20,89091666
20/05/2019;25.88;87.5;0.34;null;1000,84;7,47525
21/05/2019;26.52;83;0.51;null;1000,04;7,36341666
22/05/2019;;;0;null;1001,13;5,30554166
23/05/2019;26;84.5;0.68;null;1001,01;5,98541666
24/05/2019;25.64;93.25;0;null;1001,24;4,86754166
25/05/2019;26.3;86.25;0.34;null;1000,94;8,18525
26/05/2019;26.22;85.75;0.34;null;1000,72;6,55995833
27/05/2019;26.74;81.25;0;null;1000,98;14,23558333
28/05/2019;25.74;81;0.68;null;1000,85;13,10591666
29/05/2019;26.2;82.75;0.85;null;1001,53;12,95120833
30/05/2019;25.6;86;0.34;null;1001,42;15,2225
31/05/2019;26;87;0;null;1000,92;4,317875
01/06/2019;26.36;82.25;0.68;null;1000,99;27,59204166
02/06/2019;26.12;81.25;0.68;0;1001,12;10,708
03/06/2019;26.14;81.5;0.68;0;1002,63;8,59633333
04/06/2019;26.48;78.5;0.85;0;1003,57;10,54020833
05/06/2019;26.08;80.75;0.171;0;1002,73;15,11708333
06/06/2019;;;0.77;0;1001,90;15,22954166
07/06/2019;26.34;77;0.68;0;1001,59;12,49958333
08/06/2019;26.16;80.75;0.171;0;1002,29;9,73416666
09/06/2019;25.76;87.5;0.34;0;1002,65;13,94958333
10/06/2019;26.32;83.25;0.85;0;1002,47;6,169625
11/06/2019;27.18;80.25;0.51;0;1001,98;14,75141666
12/06/2019;24.68;88;0;2.4;1002,78;8,5025
13/06/2019;26.02;86;0.51;0;1002,95;10,85970833
14/06/2019;;87;0;1.4;1003,56;17,51754166
15/06/2019;26.64;82.25;0.85;0.4;1003,12;17,712875
16/06/2019;26.28;81;0.171;0;1003,34;12,10395833
17/06/2019;;;0;0;1003,44;9,87545833
18/06/2019;28;76.75;0.34;0;1003,65;18,4475
19/06/2019;26.2;77;0;0;1003,64;4,96829166
20/06/2019;26.34;69;0.68;0;1003,61;12,04779166
21/06/2019;26.28;72;0.51;0;1004,59;17,314875
22/06/2019;26.5;74.75;0.51;0;1005,12;2,80804166
23/06/2019;25.82;74.25;0;0;1004,08;5,85504166
24/06/2019;25.62;74.25;0.68;0;1002,25;17,55683333
25/06/2019;26;71.75;0;0;1001,70;15,50275
26/06/2019;;;0.51;0;1002,37;17,2315
27/06/2019;26.74;65;0;0;1002,85;16,6245
28/06/2019;26.74;66;0;0;1002,14;17,979125
29/06/2019;;;12.8;0;1001,51;24,530125
30/06/2019;26.84;79;0.77;0;1001,40;14,715875
01/07/2019;26.78;75;0.51;0;1001,10;22,84183333
02/07/2019;25.4;87;0.88;0;1000,47;31,54879166
03/07/2019;26.7;79;0.51;0;1001,21;8,15058333
04/07/2019;27.12;82;0.77;0;1001,40;17,05791666
05/07/2019;26.94;78;0.77;0;1003,22;25,04058333
06/07/2019;26.18;82;0;0;1003,48;32,17454166
07/07/2019;26.68;84;0.51;0;1003,61;16,34158333
08/07/2019;26.6;77;0.77;0;1004,34;18,35270833
09/07/2019;26.76;75;0.77;1.6;1004,30;16,214125
10/07/2019;26.16;84;0.77;0;1003,50;21,47895833
11/07/2019;27.02;76;0.51;0;1002,32;10,6885
12/07/2019;26.98;78;0.51;7.6;1001,83;17,68645833
13/07/2019;26.66;74;0.77;0;1002,47;32,532375
14/07/2019;27.44;75;0.77;0;1001,94;18,739
15/07/2019;27.14;73;0.51;0;1001,20;19,93395833
16/07/2019;;;0;0;1002,20;26,41429166
17/07/2019;;;0.51;0;1003,05;16,10483333
18/07/2019;27.44;68;0.25;0;1003,60;20,11166666
19/07/2019;25.82;78;0.25;0;1003,63;22,32620833
20/07/2019;;72;0.51;0;1003,49;15,36533333
21/07/2019;27.3;67;1;0;1003,08;20,89495833
22/07/2019;27.28;72;0.51;1;1002,59;7,61829166
23/07/2019;27.04;71;1;0.8;1003,33;11,57616666
24/07/2019;27.7;74;1;0;1002,33;8,55604166
25/07/2019;27.56;73;0.51;0;1002,00;20,70754166
26/07/2019;26.88;65;0.77;0;1003,26;31,66633333
27/07/2019;27.02;78;1;0;1004,05;30,80158333
28/07/2019;27.32;63.5;0.85;0;1002,78;19,32875
29/07/2019;28.12;59.75;1;0;1002,20;10,85866666
30/07/2019;27.16;69;1;0;1002,43;16,70675
31/07/2019;27.88;69;1;0;1002,65;23,575625
01/08/2019;28.1;59.5;1;0;1001,56;28,189625
02/08/2019;25.3;75.5;1;0;1002,20;31,09916666
03/08/2019;26.24;61.75;0.51;0;1002,81;29,42279166
04/08/2019;27.54;59.75;1;0;1003,47;23,85183333
05/08/2019;27.4;58.5;0.68592;0;1004,45;25,68495833
06/08/2019;26.88;53;1;0;1006,19;12,806875
07/08/2019;27.52;61.5;0.8574;0.2;1005,75;28,056625
08/08/2019;27.6;65;1;0;1004,51;7,07491666
09/08/2019;28.26;53.75;1;0;1004,38;23,53975
10/08/2019;27.22;67.75;1;0;1004,73;21,82608333
11/08/2019;28.04;59.5;1;0;1004,20;27,88108333
12/08/2019;28.66;52.25;0.85;0;1002,21;23,58575
13/08/2019;27.58;59.25;1;0;1002,20;27,11370833
14/08/2019;27.92;56;1;0;1003,28;35,0515
15/08/2019;27.74;55.5;1;0;1003,88;29,42070833
16/08/2019;27.36;66;1.5;0;1003,46;22,58645833
17/08/2019;27.52;58;1.02;0;1002,95;24,50866666
18/08/2019;27.12;66;1.2;0;1002,66;16,989625
19/08/2019;27.72;60.75;1.02;0;1002,83;35,86816666
20/08/2019;27.88;53.25;1.2;0;1003,71;28,29433333
21/08/2019;27.62;61;1.54;0;1004,00;35,25358333
22/08/2019;28;51;1.88;0;1003,44;25,396375
23/08/2019;28.2;54.75;1.54;0;1003,85;15,499
24/08/2019;28.04;54;1.37;0;1004,12;32,2605
25/08/2019;28.14;50;1.37;0;1004,25;40,831625
26/08/2019;27.6;50.5;1.72;0;1003,35;42,76179166
27/08/2019;28.16;55.75;1.2;0;1003,23;33,52629166
28/08/2019;28;57.5;1.37;0;1003,15;41,28770833
29/08/2019;27.96;63.75;1.2;0;1002,50;30,30595833
30/08/2019;27.92;58;1.2;0;1002,76;34,62770833
31/08/2019;27.68;61.75;0.85;0;1002,54;37,03704166
01/09/2019;28.16;60.25;1.88;0;1001,42;43,00033333
02/09/2019;27.94;60.25;1.54;0;1000,84;36,18654166
03/09/2019;27.92;60;0.8574;0;1001,68;51,54558333
04/09/2019;28.54;58.5;1.02;0;1003,08;46,25604166
05/09/2019;28.16;53;2.22;0;1003,11;35,59541666
06/09/2019;27.92;53.5;1.54;0;1002,87;35,097875
07/09/2019;27.86;57.25;2.22;0;1003,28;26,61529166
08/09/2019;28.06;60.75;1.20;0;1004,03;36,43029166
09/09/2019;28.84;47.75;2.22;0;1003,76;36,84233333
10/09/2019;27.96;54;2.05;0;1003,19;35,87458333
11/09/2019;28.82;59.25;1.37;0;1001,60;39,09829166
12/09/2019;28.92;54.25;1.78;0;1001,18;43,06004166
13/09/2019;27.74;57.25;1.88;0;1001,42;44,327
14/09/2019;27.94;54.5;1.71;0;1001,10;40,26116666
15/09/2019;27.98;55;2.057;0;1000,52;32,66641666
16/09/2019;28.52;47.75;1.137;0;1000,84;33,64204166
17/09/2019;27.74;61.25;0.85;0;1000,94;37,24829166
18/09/2019;29.22;62.25;1.54;0;1000,10;38,282875
19/09/2019;28.5;60.25;2.05;0;1000,18;44,26654166
20/09/2019;28.92;63.25;0.68;0;1000,75;40,67645833
21/09/2019;28.14;61.75;1.71;0;1001,03;45,23983333
22/09/2019;28.38;58;0.85;0;1000,80;29,70370833
23/09/2019;28.08;58.5;2.22;0;1001,70;31,747625
24/09/2019;27.8;62;2.4;0;1002,45;23,46979166
25/09/2019;27.96;61.25;2.4;0;1001,95;28,75358333
26/09/2019;27.18;65;0.8574;0;1001,94;33,55691666
27/09/2019;27.68;51.75;2.57;0;1002,48;45,00691666
28/09/2019;27.56;54.5;1.88;0;1002,10;40,85658333
29/09/2019;28.22;55.25;1.71;0;1000,89;33,10425
30/09/2019;28.34;61.75;1.20;0;1000,49;31,44220833
01/10/2019;28.86;55.75;1.20;0;999,45;41,713625
02/10/2019;27.72;59;1.20;0;1000,37;39,83658333
03/10/2019;27.58;61.75;1.88;0;1001,16;41,35975
04/10/2019;28.08;53.25;1.88;0;1000,60;38,32166666
05/10/2019;28.16;51;1.88;0;999,68;35,81808333
06/10/2019;28.48;56;1.88;0;1000,23;31,51670833
07/10/2019;28.68;63.25;2.22;0;1001,03;42,97604166
08/10/2019;28.7;58.25;2.57;0;1000,12;54,947
09/10/2019;28.64;55.5;1.88;0;1000,27;58,35304166
10/10/2019;28.98;56;3.08;0;999,79;47,019625
11/10/2019;28.2;60.25;2.05;0;1000,16;36,3625
12/10/2019;28.66;61.25;2.22;0;999,97;33,35741666
13/10/2019;28.66;55.5;1.2;0;999,39;37,50658333
14/10/2019;28.9;56.75;1.8;0;1000,01;44,66975
15/10/2019;28.12;64.5;2.0;0;1000,81;36,28975
16/10/2019;28.12;67.75;0.66;0;1000,85;34,29320833
17/10/2019;27.92;65.5;1.54;0;1001,27;40,892625
18/10/2019;28.1;63.25;1.54;0;1001,15;40,76983333
19/10/2019;28.56;63.25;2.22;0;1000,37;38,75991666
20/10/2019;28.18;65.25;1.2;0;999,73;10,97554166
21/10/2019;28.8;57.5;2.22;0;999,58;24,01295833
22/10/2019;28.52;59.5;1.37;0;999,73;12,62475
23/10/2019;29.18;58.5;2.05;0;999,55;7,44020833
24/10/2019;28.46;61;1.54;0;999,52;25,85604166
25/10/2019;28.88;44.75;1.54;0;999,54;36,312125
26/10/2019;28.02;54.5;2.22;0;1000,88;35,96025
27/10/2019;27.92;61.75;1.2;0;1001,23;34,36383333
28/10/2019;28.58;59.75;0.85;0;999,74;49,54495833
29/10/2019;28.14;70.5;1.2;0;998,83;42,53575
30/10/2019;32.88;51;1.5;0;999,18;41,520125
31/10/2019;29.18;63;2.22;0;1000,25;39,792375
01/11/2019;28.92;62;1.02;0;1000,16;27,140625
02/11/2019;28.52;60.5;2.05;0;998,97;32,59629166
03/11/2019;29.12;55.5;1.37;0;999,00;39,884375
04/11/2019;29;56.75;2.74;0;999,55;41,663625
05/11/2019;29.32;56.5;1.20;0;999,68;40,08291666
06/11/2019;28.8;56;1.78;0;999,38;44,232125
07/11/2019;29.18;56.75;1.37;0;997,70;36,14241666
08/11/2019;29.24;55.75;1.7;0;997,25;34,35879166
09/11/2019;28.68;61.75;1.2;0;998,48;39,1425
10/11/2019;28.84;59.75;1.54;0;999,00;42,56475
11/11/2019;28.48;62.75;2.22;0;997,97;41,60191666
12/11/2019;28.68;64;1.7;0;997,29;37,3265
13/11/2019;28.94;58.25;1.37;0;998,47;36,478
14/11/2019;29.16;60;1.54;0;999,18;40,196
15/11/2019;29.2;57.75;1.7;0;998,67;35,481125
16/11/2019;28.46;63;1.2;0;996,98;36,96408333
17/11/2019;28.9;57.75;1.5;0;997,22;31,94683333
18/11/2019;28.22;64.5;1.7;0;998,87;21,48833333
19/11/2019;28.88;62.75;1.7;0;999,69;35,20320833
20/11/2019;29.34;66.25;1.2;0.2;998,48;29,693375
21/11/2019;28.9;62;1.8;0;998,58;34,197375
22/11/2019;29.02;62.5;2.05;0;999,10;33,14566666
23/11/2019;28.84;59;1.02;0;999,59;28,757625
24/11/2019;28.92;56.75;1.8;0;998,87;30,59608333
25/11/2019;29.04;57;0.85;0;998,81;32,00325
26/11/2019;29.02;56;2.0;0;999,13;35,52075
27/11/2019;28.88;66;1.02;0;999,07;40,273125
28/11/2019;28.96;69;2.05;0;998,72;36,1375
29/11/2019;28.96;75;1.8;0;998,89;37,33025
30/11/2019;29.46;65;2.05;0;999,50;37,37004166
01/12/2019;29.16;69;1.80;0;1000,72;34,01479166
02/12/2019;28.88;71;2.0;0;999,89;37,60608333
03/12/2019;28.52;70;2.31;0;998,61;28,67116666
04/12/2019;28.82;66;2.5;0;999,43;34,700375
05/12/2019;28.74;70;1.8;0;1000,56;31,73570833
06/12/2019;28.74;71;2.0;0;1000,32;23,8285
07/12/2019;28.98;73;2.0;0;999,31;29,547625
08/12/2019;28.9;77;2.3;0;999,34;30,66504166
09/12/2019;28.82;76;1.8;0;1000,07;32,98608333
10/12/2019;29.42;67;2.0;0;999,75;29,44341666
11/12/2019;29.52;69;2.5;0;998,75;19,32308333
12/12/2019;28.92;64;1.8;0;997,79;26,95170833
13/12/2019;29;68;2.5;0;998,03;29,56395833
14/12/2019;29.14;65;1.2;0;998,72;26,14108333
15/12/2019;29.38;67;1.8;0;998,93;37,91920833
16/12/2019;29.48;59;1.5;0;999,15;35,39175
17/12/2019;30.04;63;2.3;0;998,89;31,034375
18/12/2019;29.74;58;1.2;0;999,33;33,28983333
19/12/2019;29.1;65;1.3;0;999,56;33,517875
20/12/2019;29.6;69;1.02;0;999,22;41,44695833
21/12/2019;29.54;64;1.8;0;998,52;39,29158333
22/12/2019;29.64;59;2.5;0;998,95;32,549
23/12/2019;29.4;64;2.05;0;999,38;41,9205
24/12/2019;29.28;67;2.05;0;999,13;40,705
25/12/2019;28.9;73;25.7;1.6;998,19;36,94966666
26/12/2019;27.28;88;2.05;0;998,71;45,276125
27/12/2019;25.9;97;0.25;0;999,33;40,48045833
28/12/2019;26;89;1.5;0;998,74;38,774
29/12/2019;28.9;68;1.8;0;997,83;35,36558333
30/12/2019;27.9;90;1.9;0;997,97;27,48354166
31/12/2019;26;87;2;29.8;999,51;0,77083333
01/01/2020;27.38;67.08;0.57;0.6;1000,02;18.54975
02/01/2020;26.97;69.88;0.42;12;1000,02;11.90954166
03/01/2020;28.4;65;1.56;3.4;1000,31;24.63225
04/01/2020;28.39;64.33;0.73;0.8;1000,80;6.19370833
05/01/2020;27.71;62.79;1.09;0;1000,41;6.31425
06/01/2020;28.36;60;0.97;0;999,95;20.34570833
07/01/2020;27.63;65.92;1;0.6;1001,06;0.90458333
08/01/2020;26.91;71.58;0.53;5.2;1000,90;0.45533333
09/01/2020;25.58;72.54;0.2;5.2;1000,88;1.16479166
10/01/2020;25.74;80.17;0.48;22.2;1001,04;0.28179166
11/01/2020;26.45;89.63;0.63;19.6;1000,38;9.90995833
12/01/2020;28.1;78.21;0.93;0.2;1000,57;26.36504166
13/01/2020;27.95;72.17;1.32;0;1000,23;6.44366666
14/01/2020;26.45;76.83;0.3;0.2;999,96;3.57166666
15/01/2020;26.55;78.92;0.06;1.2;1000,16;3.65358333
16/01/2020;26.63;79.54;0.43;5.4;1001,13;7.09425
17/01/2020;25.73;84.92;0.18;0;1001,62;5.40579166
18/01/2020;27.09;91;0.73;18;1001,13;17.89641666
19/01/2020;28;82.5;0.56;0;1000,48;21.53466666
20/01/2020;27.77;79.5;0.56;0;999,34;6.505875
21/01/2020;27.93;75.46;1.07;0;998,90;4.88783333
22/01/2020;27.33;79.58;0.46;0.2;999,04;8.26329166
23/01/2020;27.6;79.92;0.15;0;998,85;25.43191666
24/01/2020;28.2;73.88;0.91;2;999,59;30.37254166
25/01/2020;28.57;69.63;1.42;0;999,63;27.5145
26/01/2020;26.27;77.21;0.72;0;1000,21;8.69320833
27/01/2020;27.11;79.29;0.8;15;1000,87;21.44633333
28/01/2020;24.88;87.13;0;8.2;1001,57;4.8025
29/01/2020;27.13;84.29;0.02;0;1000,80;7.64620833
30/01/2020;26.46;88.5;0.19;0.2;1001,15;13.786625
31/01/2020;24.67;97;0.12;2.6;1002,68;2.40791666
01/02/2020;26.18;91.5;0.08;1.4;1002,42;1.04733333
02/02/2020;26.59;92.9;0.73;8.6;1001,77;12.86841666
03/02/2020;26.88;83.28;0.81;0;1001,99;8.88691666
04/02/2020;25.47;92.08;0.27;2.4;1001,52;3.52804166
05/02/2020;24.5;96.43;0.55;6.2;1002,12;4.191125
06/02/2020;25.39;94.46;0.16;2.2;1001,41;0.94354166
07/02/2020;25.49;93.67;0.1;0.6;999,85;8.86354166
08/02/2020;26.75;null;0.23;0.8;1000,17;8.18170833
09/02/2020;25.78;null;0.38;1.2;1001,90;1.82583333
10/02/2020;25.43;null;0.91;0.4;1002,48;8.932
11/02/2020;27.02;null;0.42;0.2;1000,93;11.62666666
12/02/2020;27.29;null;0.22;0.4;999,91;9.19920833
13/02/2020;25.13;null;0.14;0.2;1000,33;2.67170833
14/02/2020;26.32;null;0.48;0.8;1000,36;11.646
15/02/2020;25.95;null;0.62;1.4;1000,45;0.70279166
16/02/2020;25.14;null;0.09;0.4;1000,46;1.81345833
17/02/2020;25.44;null;0.19;0.2;1000,13;3.983625
18/02/2020;24.88;null;0.11;0.2;1000,11;6.22979166
19/02/2020;25.21;null;0.15;0.2;998,78;3.75466666
20/02/2020;26.27;null;0.26;0.2;998,87;12.65954166
21/02/2020;26.53;null;0;0;999,52;1.52504166
22/02/2020;25.3;null;0.31;0.2;1001,19;1.3805
23/02/2020;26.84;null;0.4;0.2;1001,28;10.3815
24/02/2020;26.58;null;0;0;1000,16;9.73475
25/02/2020;26;null;0.3;0.2;999,82;2.65579166
26/02/2020;27.04;null;0.23;0;999,17;4.63016666
27/02/2020;27.31;null;0.42;0.6;1000,68;6.68016666
28/02/2020;26.14;null;0.14;1;1001,63;4.3165
29/02/2020;26.62;null;0.2;0.8;1001,73;0.37079166
01/03/2020;26.49;null;0.28;null;1001,54;1.92783333
02/03/2020;25.65;null;0.05;null;1001,04;6.22195833
03/03/2020;26.39;null;0.14;null;1000,88;0.41745833
04/03/2020;26.43;null;0.19;null;1001,90;0.91233333
05/03/2020;26.32;null;0.19;null;1002,47;1.01491666
06/03/2020;27.06;null;0.27;null;1000,82;1.66570833
07/03/2020;25.81;null;0;null;1000,19;0.60408333
08/03/2020;26.6;null;0.31;null;999,65;5.084625
09/03/2020;26.91;null;0.25;null;1000,30;2.20020833
10/03/2020;26.69;null;0.33;null;1000,85;4.665375
11/03/2020;26.11;null;0.04;null;999,79;0.013125
12/03/2020;26.88;null;0.44;null;999,50;0.26066666
13/03/2020;25.18;null;0.27;null;1000,88;1.78333333
14/03/2020;25.4;null;0.28;null;1000,44;9.10291666
15/03/2020;25.96;null;0;null;1000,17;4.170375
